AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,LOCATION,Cross Street,LAT,LON
10,West Valley,1067,1,BURGLARY,0,M,W,17500 W  VENTURA                      BL,,"34,166","-1,185,095"
8,West LA,805,1,BURGLARY,30,M,W,600    ACANTO                       ST,,"34,076","-1,184,679"
7,Wilshire,723,1,BURGLARY,71,M,W,100 N  HAYWORTH                     AV,,"340,743","-1,183,626"
21,Topanga,2158,1,BURGLARY,46,M,X,6300    CANOGA                       AV,,"341,849","-1,185,974"
8,West LA,889,1,BURGLARY,39,M,H,1800 S  LA CIENEGA                   BL,,"340,425","-1,183,818"
5,Harbor,504,1,BURGLARY,50,M,W,1600 W  204TH                        ST,,"338,457","-1,183,092"
6,Hollywood,645,1,BURGLARY,60,M,H,6800    FOUNTAIN                     AV,,"341,006","-1,183,417"
6,Hollywood,647,1,BURGLARY,0,M,W,1500    ARGYLE                       AV,,"34,098","-1,183,251"
11,Northeast,1109,1,BURGLARY,42,M,W,1300    COLORADO                     BL,,"34,139","-1,181,935"
1,Central,111,1,BURGLARY,63,M,O,700 W  COLLEGE                      ST,,"340,653","-1,182,412"
7,Wilshire,729,1,BURGLARY,46,F,W,100 N  PLYMOUTH                     BL,,"340,726","-1,183,279"
6,Hollywood,667,1,BURGLARY,73,M,W,5800    SANTA MONICA                 BL,,"340,944","-118,319"
6,Hollywood,646,1,BURGLARY,0,X,X,6500 W  HOLLYWOOD                    BL,,"341,016","-1,183,317"
10,West Valley,1061,1,BURGLARY,63,M,W,5400    SHIRLEY                      AV,,"341,691","-1,185,578"
6,Hollywood,666,1,BURGLARY,0,X,X,6200    DE LONGPRE                   AV,,"340,962","-1,183,237"
8,West LA,886,1,BURGLARY,51,F,B,9700 W  PICO                         BL,,"340,475","-1,184,032"
9,Van Nuys,926,1,BURGLARY,0,M,X,6400    VAN NUYS                     BL,,"341,867","-1,184,487"
10,West Valley,1091,1,BURGLARY,64,F,O,19400    SHENANGO                     DR,,"341,452","-1,185,564"
8,West LA,837,1,BURGLARY,21,F,W,400    LANDFAIR                     AV,,"340,705","-1,184,532"
9,Van Nuys,933,1,BURGLARY,57,M,B,6200    KESTER                       AV,,"341,827","-1,184,575"
11,Northeast,1145,1,BURGLARY,0,X,X,2900    GILROY                       ST,,"341,061","-1,182,518"
4,Hollenbeck,429,1,BURGLARY,59,M,H,5300    HUNTINGTON                   DR,,"340,899","-1,181,664"
7,Wilshire,735,1,BURGLARY,40,M,W,5400    WILSHIRE                     BL,,"340,633","-1,183,473"
7,Wilshire,764,1,BURGLARY,46,F,W,1500 S  COCHRAN                      AV,,"340,475","-118,353"
10,West Valley,1061,1,BURGLARY,0,M,W,19200    VENTURA                      BL,,"341,726","-1,185,517"
11,Northeast,1136,1,BURGLARY,60,M,O,4800 N  MENDOTA                      AV,,"341,177","-1,182,116"
7,Wilshire,723,1,BURGLARY,28,M,H,8000 W  3RD                          ST,,"340,718","-1,183,637"
7,Wilshire,701,1,BURGLARY,0,X,X,8100    MELROSE                      AV,,"340,837","-1,183,665"
6,Hollywood,648,1,BURGLARY,0,X,X,5400 W  SUNSET                       BL,,"34,1","-1,183,113"
8,West LA,809,1,BURGLARY,22,F,B,9600    HEATHER                      RD,,"341,033","-1,184,057"
7,Wilshire,763,1,BURGLARY,24,M,H,1500 S  SPAULDING                    AV,,"340,489","-118,363"
10,West Valley,1099,1,BURGLARY,39,F,W,3700    ROYAL WOODS                  DR,,"34,138","-1,184,727"
1,Central,105,1,BURGLARY,37,M,O,400    BERNARD                      ST,,"340,714","-1,182,329"
4,Hollenbeck,438,1,BURGLARY,61,F,H,2900    WARWICK                      AV,,"340,785","-1,181,661"
1,Central,124,1,BURGLARY,0,X,X,200 N  LOS ANGELES                  ST,,"340,525","-1,182,432"
5,Harbor,517,1,BURGLARY,0,X,X,400 E  M                            ST,,"337,891","-1,182,586"
11,Northeast,1176,1,BURGLARY,34,F,W,2200    DUVALL                       ST,,"340,864","-1,182,304"
8,West LA,809,1,BURGLARY,60,F,O,9500    MOONRIDGE TERRACE            PL,,"34,123","-1,184,022"
7,Wilshire,752,1,BURGLARY,24,F,H,1200 S  FAIRFAX                      AV,,"340,558","-1,183,706"
8,West LA,823,1,BURGLARY,66,M,O,15200    DE PAUW                      ST,,"340,365","-1,185,252"
9,Van Nuys,935,1,BURGLARY,29,F,B,14100    CALVERT                      ST,,"341,817","-118,44"
9,Van Nuys,964,1,BURGLARY,71,M,A,4800    LENNOX                       AV,,"341,576","-1,184,454"
8,West LA,841,1,BURGLARY,49,F,W,1300 S  CARMELINA                    AV,,"340,398","-1,184,673"
11,Northeast,1109,1,BURGLARY,51,M,H,5200    LA RODA                      AV,,"341,414","-1,182,048"
5,Harbor,514,1,BURGLARY,0,X,X,1200 W  PACIFIC COAST                HY,,"337,904","-118,278"
9,Van Nuys,964,1,BURGLARY,55,M,O,4700    KATHERINE                    AV,,"341,564","-1,184,432"
7,Wilshire,782,1,BURGLARY,41,M,W,5900 W  SPELTHORNE                   LN,,"340,412","-1,183,711"
6,Hollywood,663,1,BURGLARY,32,M,W,6800    SANTA MONICA                 BL,,"340,907","-1,183,393"
7,Wilshire,702,1,BURGLARY,49,M,H,7400    MELROSE                      AV,,"340,836","-1,183,511"
9,Van Nuys,966,1,BURGLARY,38,F,A,5200    SUNNYSLOPE                   AV,,"34,165","-1,184,269"
6,Hollywood,646,1,BURGLARY,21,F,B,1600    COSMO                        ST,,"340,998","-1,183,288"
8,West LA,884,1,BURGLARY,0,X,X,11300 W  PICO                         BL,,"340,349","-1,184,393"
7,Wilshire,726,1,BURGLARY,23,F,W,100 N  LA BREA                      AV,,"340,726","-1,183,463"
9,Van Nuys,909,1,BURGLARY,27,F,W,13700    COHASSET                     ST,,"342,066","-1,184,326"
7,Wilshire,705,1,BURGLARY,64,M,W,7100 W  MELROSE                      AV,,"340,835","-1,183,441"
11,Northeast,1162,1,BURGLARY,0,X,X,4000 W  SUNSET                       BL,,"340,928","-1,182,807"
11,Northeast,1172,1,BURGLARY,0,X,X,3000 W  SUNSET                       BL,,"340,882","-1,182,646"
7,Wilshire,701,1,BURGLARY,28,M,O,7900 W  MELROSE                      AV,,"340,838","-1,183,621"
7,Wilshire,721,1,BURGLARY,0,M,O,100 S  ROBERTSON                    BL,,"340,753","-1,183,837"
7,Wilshire,785,1,BURGLARY,47,M,O,2300 S  LONGWOOD                     AV,,"340,352","-118,348"
1,Central,111,1,BURGLARY,72,M,A,900 N  BROADWAY,,"340,615","-1,182,412"
8,West LA,854,1,BURGLARY,49,M,W,1600    COTNER                       AV,,"340,473","-1,184,462"
8,West LA,831,1,BURGLARY,53,M,O,1000 S  BUNDY                        DR,,"340,465","-1,184,683"
5,Harbor,525,1,BURGLARY,0,X,X,400 N  MARINE                       AV,,"337,741","-1,182,633"
1,Central,176,1,BURGLARY,61,M,W,200 E  8TH                          ST,,"340,419","-1,182,523"
7,Wilshire,737,1,BURGLARY,58,M,A,300 S  SYCAMORE                     AV,,"340,669","-1,183,429"
8,West LA,853,1,BURGLARY,0,X,X,11300    SANTA MONICA                 BL,,"340,463","-118,449"
8,West LA,885,1,BURGLARY,32,F,W,2500    PATRICIA                     AV,,"34,043","-1,184,173"
6,Hollywood,628,1,BURGLARY,31,M,W,2100    VINE                         ST,,"341,085","-1,183,267"
6,Hollywood,666,1,BURGLARY,0,X,X,6200    FOUNTAIN                     AV,,"340,944","-1,183,266"
2,Rampart,292,1,BURGLARY,34,M,H,1000 W  WASHINGTON                   BL,,"340,396","-1,182,833"
8,West LA,884,1,BURGLARY,22,M,H,10700    ASHBY                        AV,,"34,038","-1,184,223"
5,Harbor,504,1,BURGLARY,50,M,O,1400 W  190TH                        ST,,"338,584","-1,183,022"
8,West LA,895,1,BURGLARY,77,M,W,2900    QUEENSBURY                   DR,,"340,379","-1,184,064"
7,Wilshire,764,1,BURGLARY,23,M,H,5400 W  PICO                         BL,,"340,485","-1,183,558"
6,Hollywood,643,1,BURGLARY,43,M,O,1600 N  VISTA                        ST,,"340,998","-1,183,519"
5,Harbor,558,1,BURGLARY,0,X,X,200 N  HARBOR                       BL,,"337,442","-1,182,796"
6,Hollywood,678,1,BURGLARY,0,X,X,800 N  WESTERN                      AV,,"340,848","-1,183,091"
7,Wilshire,732,1,BURGLARY,36,M,H,6300    WILSHIRE                     BL,,"340,665","-1,183,662"
1,Central,162,1,BURGLARY,48,M,H,600 W  9TH                          ST,,"340,462","-1,182,585"
11,Northeast,1162,1,BURGLARY,51,M,W,4600    LEXINGTON                    AV,,"340,935","-1,182,893"
1,Central,141,1,BURGLARY,55,M,W,300 S  FIGUEROA                     ST,,"340,542","-1,182,566"
7,Wilshire,763,1,BURGLARY,28,M,W,5500    AIRDROME                     ST,,"340,455","-1,183,676"
10,West Valley,1018,1,BURGLARY,0,M,W,7600    GLORIA                       AV,,"342,085","-1,184,793"
7,Wilshire,702,1,BURGLARY,37,M,W,800 N  CURSON                       AV,,"340,854","-1,183,553"
10,West Valley,1088,1,BURGLARY,35,M,B,4700    LOUISE                       AV,,"341,549","-1,185,092"
6,Hollywood,615,1,BURGLARY,53,M,O,6300    INNSDALE                     DR,,"34,13","-118,327"
1,Central,153,1,BURGLARY,59,M,O,600 S  BROADWAY,,"340,467","-118,252"
11,Northeast,1142,1,BURGLARY,0,X,X,1800    HILLHURST                    AV,,"341,036","-1,182,874"
5,Harbor,518,1,BURGLARY,0,X,X,24800    BROAD                        AV,,"338,002","-1,182,622"
9,Van Nuys,935,1,BURGLARY,22,M,W,14400    SYLVAN                       ST,,"341,847","-118,448"
10,West Valley,1041,1,BURGLARY,39,M,B,5700    DONNA                        AV,,"341,745","-1,185,475"
7,Wilshire,714,1,BURGLARY,0,X,X,7300    BEVERLY                      BL,,"340,782","-1,183,509"
10,West Valley,1033,1,BURGLARY,36,F,O,18900    VICTORY                      BL,,"341,866","-1,185,453"
8,West LA,806,1,BURGLARY,0,X,X,900    BEL AIR                      RD,,"340,894","-1,184,418"
11,Northeast,1136,1,BURGLARY,31,M,W,4700    BALTIMORE                    ST,,"341,182","-1,182,129"
8,West LA,857,1,BURGLARY,0,X,X,1100 S  BEVERLY                      DR,,"340,564","-1,183,962"
9,Van Nuys,923,1,BURGLARY,0,X,X,14500    VANOWEN                      ST,,"341,939","-1,184,487"
10,West Valley,1001,1,BURGLARY,0,M,W,8100    VANALDEN                     AV,,"342,175","-1,185,492"
8,West LA,835,1,BURGLARY,72,M,W,1700    CAMDEN                       AV,,"340,478","-1,184,418"
9,Van Nuys,971,1,BURGLARY,0,X,X,15200 W  VENTURA                      BL,,"341,564","-118,463"
1,Central,154,1,BURGLARY,49,M,O,500 S  SPRING                       ST,,"340,474","-1,182,496"
1,Central,152,1,BURGLARY,0,M,W,600 S  HILL                         ST,,"340,491","-1,182,558"
7,Wilshire,779,1,BURGLARY,56,M,H,3500 W  17TH                         ST,,"340,418","-1,183,225"
6,Hollywood,628,1,BURGLARY,25,F,B,1900    CARMEN                       AV,,"341,052","-1,183,229"
9,Van Nuys,964,1,BURGLARY,55,F,W,4900    TYRONE                       AV,,"341,594","-1,184,444"
8,West LA,841,1,BURGLARY,31,M,A,1200    BROCKTON                     AV,,"340,456","-1,184,649"
3,Southwest,308,1,BURGLARY,65,M,W,800 W  23RD                         ST,,"340,339","-118,281"
11,Northeast,1141,1,BURGLARY,61,X,H,1800 N  NORMANDIE                    AV,,"341,036","-1,183,006"
7,Wilshire,752,1,BURGLARY,0,M,O,5800 W  PICO                         BL,,"340,558","-1,183,706"
5,Harbor,585,1,BURGLARY,58,M,W,700 W  20TH                         ST,,"337,261","-1,182,924"
9,Van Nuys,955,1,BURGLARY,34,M,W,5200    TYRONE                       AV,,"341,649","-1,184,443"
8,West LA,832,1,BURGLARY,67,M,W,11800    KIOWA                        AV,,"340,498","-1,184,642"
9,Van Nuys,923,1,BURGLARY,36,M,O,14500    HAMLIN                       ST,,"341,887","-1,184,487"
7,Wilshire,705,1,BURGLARY,32,F,W,800 N  DETROIT                      ST,,"340,853","-1,183,452"
10,West Valley,1078,1,BURGLARY,0,M,O,16300 W  VENTURA                      BL,,"341,613","-1,184,917"
10,West Valley,1061,1,BURGLARY,0,M,W,19500    VENTURA                      BL,,"341,728","-1,185,578"
7,Wilshire,763,1,BURGLARY,0,F,O,1400 S  FAIRFAX                      AV,,"34,051","-1,183,667"
7,Wilshire,722,1,BURGLARY,22,F,A,100 S  KINGS                        RD,,"340,733","-1,183,721"
8,West LA,808,1,BURGLARY,58,M,W,2900    DEEP CANYON                  DR,,"341,265","-1,184,318"
9,Van Nuys,998,1,BURGLARY,55,M,W,4200    FULTON                       AV,,"341,466","-1,184,225"
7,Wilshire,701,1,BURGLARY,31,M,O,8200 W  MELROSE                      AV,,"340,837","-1,183,683"
6,Hollywood,645,1,BURGLARY,51,F,W,1800    OUTPOST                      DR,,"341,041","-1,183,439"
8,West LA,858,1,BURGLARY,54,M,H,1400 S  ROBERTSON                    BL,,"340,521","-1,183,864"
8,West LA,835,1,BURGLARY,42,M,W,1900    GLENDON                      AV,,"340,472","-1,184,333"
8,West LA,836,1,BURGLARY,56,M,W,1900    PANDORA                      AV,,"340,548","-1,184,241"
4,Hollenbeck,439,1,BURGLARY,68,M,H,4800    VALLEY                       BL,,"340,659","-1,181,802"
4,Hollenbeck,428,1,BURGLARY,18,M,H,5100    TEMPLETON                    ST,,"340,836","-1,181,718"
6,Hollywood,649,1,BURGLARY,36,M,O,1600 N  SERRANO                      AV,,"341,001","-1,183,071"
6,Hollywood,645,1,BURGLARY,20,F,B,7000    FRANKLIN                     AV,,"341,041","-1,183,427"
9,Van Nuys,998,1,BURGLARY,57,M,I,12900    VALLEYHEART                  DR,,"341,463","-1,184,138"
7,Wilshire,722,1,BURGLARY,19,M,O,8300    BEVERLY                      BL,,"340,761","-1,183,706"
11,Northeast,1146,1,BURGLARY,32,F,B,1700    BLAKE                        AV,,"340,955","-1,182,418"
11,Northeast,1143,1,BURGLARY,51,M,W,2400    CLAREMONT                    AV,,"34,103","-118,274"
7,Wilshire,749,1,BURGLARY,47,M,A,1000 S  PLYMOUTH                     BL,,"340,561","-1,183,264"
10,West Valley,1015,1,BURGLARY,0,M,O,17700    SHERMAN                      WY,,"342,048","-1,185,273"
11,Northeast,1181,1,BURGLARY,60,F,W,1300    WATERLOO                     ST,,"340,804","-1,182,658"
8,West LA,842,1,BURGLARY,41,M,W,1400 S  WESTGATE                     AV,,"340,431","-1,184,599"
10,West Valley,1043,1,BURGLARY,33,F,O,18600    COLLINS                      ST,,"341,745","-1,185,383"
11,Northeast,1124,1,BURGLARY,0,X,X,3100 N  SAN FERNANDO                 RD,,"341,149","-1,182,458"
9,Van Nuys,935,1,BURGLARY,27,M,H,14100    ERWIN                        ST,,"341,836","-118,44"
8,West LA,831,1,BURGLARY,51,F,W,11900    DARLINGTON                   AV,,"340,483","-1,184,696"
2,Rampart,299,1,BURGLARY,19,X,X,1500 W  PICO                         BL,,"340,439","-1,182,752"
5,Harbor,521,1,BURGLARY,0,X,X,1900 N  GAFFEY                       ST,,"337,611","-1,182,929"
8,West LA,898,1,BURGLARY,41,M,W,8600    CADILLAC                     AV,,"340,386","-1,183,785"
12,77th Street,1256,1,BURGLARY,76,M,H,500 W  73RD                         ST,,"339,737","-1,182,833"
7,Wilshire,701,1,BURGLARY,27,M,W,500 N  HAYWORTH                     AV,,"340,802","-1,183,627"
5,Harbor,585,1,BURGLARY,41,F,W,800 W  18TH                         ST,,"337,243","-1,182,963"
10,West Valley,1079,1,BURGLARY,0,M,O,15600    VENTURA                      BL,,"341,599","-1,184,766"
21,Topanga,2185,1,BURGLARY,57,M,O,4700    CERRILLOS                    DR,,"341,529","-1,186,126"
7,Wilshire,717,1,BURGLARY,35,F,W,400 N  CITRUS                       AV,,"340,783","-1,183,397"
5,Harbor,564,1,BURGLARY,25,F,B,200 W  1ST                          ST,,"337,433","-1,182,813"
7,Wilshire,711,1,BURGLARY,35,M,W,8000    BEVERLY                      BL,,"340,782","-1,183,695"
7,Wilshire,735,1,BURGLARY,27,F,H,5400    WILSHIRE                     BL,,"340,633","-1,183,473"
9,Van Nuys,952,1,BURGLARY,38,F,W,15100    BURBANK                      BL,,"341,721","-1,184,618"
7,Wilshire,722,1,BURGLARY,33,M,W,8400 W  3RD                          ST,,"34,073","-1,183,732"
11,Northeast,1118,1,BURGLARY,0,M,O,100    AVENUE 56,,"341,089","-1,181,942"
7,Wilshire,702,1,BURGLARY,0,X,X,7600 W  MELROSE                      AV,,"340,837","-1,183,553"
7,Wilshire,782,1,BURGLARY,27,M,O,6000    COMEY                        AV,,"340,339","-1,183,747"
6,Hollywood,643,1,BURGLARY,32,M,B,1600 N  FULLER                       AV,,"340,998","-118,349"
3,Southwest,377,1,BURGLARY,30,F,H,1100 W  39TH                         ST,,"340,155","-1,182,978"
8,West LA,816,1,BURGLARY,48,M,H,400    VETERAN                      AV,,"340,704","-118,455"
8,West LA,847,1,BURGLARY,40,M,W,10400    TENNESSEE                    AV,,"34,048","-1,184,199"
7,Wilshire,706,1,BURGLARY,38,M,W,700 N  MC CADDEN                    PL,,"340,835","-1,183,374"
7,Wilshire,782,1,BURGLARY,35,F,W,5900    VENICE                       BL,,"340,397","-118,37"
10,West Valley,1047,1,BURGLARY,0,M,W,17300    BURBANK                      BL,,"341,723","-1,185,098"
7,Wilshire,749,1,BURGLARY,19,M,O,900    CRENSHAW                     BL,,"340,585","-1,183,262"
10,West Valley,1094,1,BURGLARY,35,M,O,18100    VALLEY VISTA                 BL,,"341,587","-1,185,273"
4,Hollenbeck,497,1,BURGLARY,0,X,X,3000 E  11TH                         ST,,"34,021","-1,182,145"
5,Harbor,506,1,BURGLARY,45,M,H,1300 W  220TH                        ST,,"33,828","-1,183,016"
8,West LA,881,1,BURGLARY,61,M,O,1800    ARMACOST                     AV,,"340,363","-1,184,554"
8,West LA,842,1,BURGLARY,0,X,X,11800    WILSHIRE                     BL,,"340,482","-1,184,625"
8,West LA,847,1,BURGLARY,0,X,X,10500 W  PICO                         BL,,"340,473","-1,184,206"
8,West LA,835,1,BURGLARY,0,X,X,11000    SANTA MONICA                 BL,,"340,481","-1,184,422"
11,Northeast,1133,1,BURGLARY,0,X,X,2600    FLETCHER                     DR,,"341,092","-1,182,528"
10,West Valley,1079,1,BURGLARY,0,M,W,15500    VENTURA                      BL,,"341,599","-1,184,766"
8,West LA,853,1,BURGLARY,40,F,W,11500    OHIO                         AV,,"340,464","-1,184,534"
7,Wilshire,701,1,BURGLARY,50,M,K,8000    MELROSE                      AV,,"340,838","-1,183,637"
6,Hollywood,632,1,BURGLARY,29,F,W,2100    SUNSET PLAZA                 DR,,"34,104","-1,183,844"
6,Hollywood,615,1,BURGLARY,57,M,W,3000    LAKERIDGE                    DR,,"341,235","-1,183,371"
6,Hollywood,668,1,BURGLARY,0,X,X,5600    FOUNTAIN                     AV,,"340,948","-1,183,114"
9,Van Nuys,952,1,BURGLARY,37,F,H,5200 N  SEPULVEDA                    BL,,"341,649","-1,184,661"
7,Wilshire,734,1,BURGLARY,35,F,W,300    HAUSER                       BL,,"340,699","-1,183,511"
14,Pacific,1469,1,BURGLARY,36,F,W,5500 W  CENTINELA                    AV,,"339,761","-1,183,726"
5,Harbor,501,1,BURGLARY,0,X,X,190TH,GARDENA,"338,648","-1,182,931"
3,Southwest,399,1,BURGLARY,51,M,B,4100 S  FIGUEROA                     ST,,"340,094","-1,182,827"
1,Central,111,1,BURGLARY,74,M,A,400    BAMBOO                       LN,,"340,658","-1,182,366"
7,Wilshire,702,1,BURGLARY,39,F,O,7600 W  MELROSE                      AV,,"340,837","-1,183,553"
18,Southeast,1822,1,BURGLARY,29,F,H,100 W  103RD                        ST,,"339,429","-1,182,739"
1,Central,152,1,BURGLARY,0,X,X,600 W  7TH                          ST,,"340,491","-1,182,558"
5,Harbor,555,1,BURGLARY,55,F,B,800 W  SEPULVEDA                    ST,,"337,456","-1,182,945"
21,Topanga,2126,1,BURGLARY,55,M,W,20700    KESWICK                      ST,,"342,104","-1,185,842"
4,Hollenbeck,412,1,BURGLARY,0,M,W,2900    HUMBOLDT                     ST,,"340,807","-118,217"
10,West Valley,1045,1,BURGLARY,45,M,W,5700    LINDLEY                      AV,,"341,749","-1,185,273"
15,N Hollywood,1583,1,BURGLARY,50,M,W,11500    VENTURA                      BL,,"341,451","-1,183,875"
6,Hollywood,645,1,BURGLARY,0,X,X,6800    HOLLYWOOD                    BL,,"341,016","-1,183,387"
7,Wilshire,763,1,BURGLARY,53,M,H,1600 S  FAIRFAX                      AV,,"340,476","-1,183,676"
6,Hollywood,643,1,BURGLARY,0,X,X,7400 W  SUNSET                       BL,,"341,007","-1,183,494"
9,Van Nuys,985,1,BURGLARY,64,M,O,4200    VAN NUYS                     BL,,"34,15","-1,184,424"
17,Devonshire,1762,1,BURGLARY,43,F,W,20500    LASSEN                       ST,,"34,25","-1,185,798"
11,Northeast,1132,1,BURGLARY,40,F,W,3700    AMESBURY                     RD,,"34,117","-1,182,788"
8,West LA,808,1,BURGLARY,82,M,O,1300    SUMMITRIDGE                  DR,,"340,944","-118,419"
7,Wilshire,727,1,BURGLARY,39,M,O,100 N  HIGHLAND                     AV,,"340,736","-1,183,385"
10,West Valley,1015,1,BURGLARY,47,M,W,7500    LINDLEY                      AV,,"342,068","-1,185,273"
9,Van Nuys,952,1,BURGLARY,50,F,H,5200 N  SEPULVEDA                    BL,,"341,649","-1,184,661"
